,5000,10000,15000,20000,25000,30000,35000,40000,45000,50000
1,158790,636258,1467842,2655331,4071496,5966996,8328329,11202985,15535138,19265656
2,141727,617822,1384538,2581689,4103480,5961712,8224778,10562274,13494657,17221159
3,111859,487006,1123800,2084114,3292906,4782145,6790054,8651995,11161274,13513694
4,113410,447663,952064,1828146,2879715,4334598,5696376,8021496,9658694,11933039
5,116893,462967,1136675,2081530,3227136,4753023,6563672,8600070,10803701,13495886
6,98192,418920,989932,1853203,2851834,4286512,5942209,7839698,10027062,13409973
7,99209,396153,927921,1677297,2651738,3925131,5488778,7182172,9139393,11222423
8,104118,364511,844608,1553850,2527005,3704129,5069836,6923797,11491772,11083059
